1,765508,92,$163.41,42
2,765509,22,$51.66,77
3,765510,88,$78.73,132
4,765511,126,$95.26,17
5,765512,35,$4.76,86
6,765513,69,$188.99,40
7,765514,37,$184.41,2
8,765515,17,$160.61,90
9,765516,138,$52.63,93
10,765517,25,$115.82,4
11,765518,24,$7.80,14
12,765519,78,$11.68,111
13,765520,38,$6.00,146
14,765521,109,$156.98,19
15,765522,26,$160.94,55
16,765523,55,$69.46,89
17,765524,16,$138.22,76
18,765525,72,$193.16,7
19,765526,42,$8.64,26
20,765527,43,$133.73,87
21,765528,14,$143.10,73
22,765529,69,$6.37,99
23,765530,95,$109.25,18
24,765531,10,$28.21,89
25,765532,42,$144.29,99
26,765533,48,$168.96,72
27,765534,106,$27.80,25
28,765535,112,$16.52,128
29,765536,43,$51.92,35
30,765537,62,$113.50,12
31,765538,116,$106.43,51
32,765539,24,$33.64,119
33,765540,125,$60.31,16
34,765541,137,$143.09,44
35,765542,145,$10.77,134
36,765543,23,$100.25,50
37,765544,53,$135.81,48
38,765545,21,$5.16,87
39,765546,46,$59.93,147
40,765547,75,$5.40,148
41,765548,136,$182.99,15
42,765549,30,$117.97,6
43,765550,63,$123.44,22
44,765551,45,$7.70,137
45,765552,41,$186.86,38
46,765553,61,$159.51,116
47,765554,121,$133.64,91
48,765555,73,$74.92,8
49,765556,4,$88.47,46
50,765557,103,$183.18,84
51,765558,52,$39.88,56
52,765559,119,$76.42,22
53,765560,7,$93.09,123
54,765561,36,$184.00,9
55,765562,14,$119.04,126
56,765563,70,$90.48,52
57,765564,102,$157.87,84
58,765565,107,$2.00,133
59,765566,3,$173.09,36
60,765567,53,$76.22,149
61,765568,106,$33.27,111
62,765569,129,$4.60,16
63,765570,69,$177.72,129
64,765571,14,$85.68,100
65,765572,93,$9.75,77
66,765573,111,$55.42,88
67,765574,108,$10.50,146
68,765575,61,$111.05,26
69,765576,63,$163.52,58
70,765577,29,$160.16,124
71,765578,26,$163.84,65
72,765579,147,$41.92,111
73,765580,11,$117.60,52
74,765581,91,$17.89,125
75,765582,139,$45.30,48
76,765583,10,$71.68,95
77,765584,50,$96.13,139
78,765585,21,$124.17,43
79,765586,36,$60.89,132
80,765587,38,$77.01,37
81,765588,14,$8.64,88
82,765589,120,$27.22,17
83,765590,22,$167.42,137
84,765591,12,$91.86,31
85,765592,38,$61.06,44
86,765593,78,$173.07,145
87,765594,141,$136.93,92
88,765595,85,$12.63,49
89,765596,126,$151.96,77
90,765597,72,$66.88,110
91,765598,146,$194.69,47
92,765599,117,$65.38,146
93,765600,150,$124.34,88
94,765601,141,$86.27,138
95,765602,98,$36.16,118
96,765603,46,$112.52,20
97,765604,139,$149.93,10
98,765605,3,$4.71,147
99,765606,97,$84.91,41
100,765607,34,$5.20,84
101,765608,81,$15.22,44
102,765609,52,$97.51,76
103,765610,126,$181.48,122
104,765611,136,$41.58,74
105,765612,120,$146.08,104
106,765613,128,$25.68,30
107,765614,60,$73.79,110
108,765615,16,$68.10,112
109,765616,43,$185.18,51
110,765617,108,$20.49,34
111,765618,100,$164.04,110
112,765619,127,$172.32,132
113,765620,85,$55.76,19
114,765621,116,$59.01,112
115,765622,136,$131.58,122
116,765623,100,$29.64,116
117,765624,56,$86.86,129
118,765625,129,$143.84,125
119,765626,62,$40.39,93
120,765627,38,$61.19,25
121,765628,143,$112.96,92
122,765629,19,$131.73,55
123,765630,85,$122.60,47
124,765631,31,$73.66,22
125,765632,95,$119.90,10
126,765633,35,$131.33,30
127,765634,133,$46.29,18
128,765635,108,$31.01,50
129,765636,24,$107.33,42
130,765637,79,$180.40,29
131,765638,38,$87.58,93
132,765639,26,$159.81,49
133,765640,40,$43.05,120
134,765641,147,$172.59,44
135,765642,145,$168.39,4
136,765643,80,$129.21,4
137,765644,15,$159.54,73
138,765645,111,$122.42,149
139,765646,71,$147.51,20
140,765647,4,$149.39,142
141,765648,88,$98.44,112
142,765649,81,$8.36,56
143,765650,98,$91.25,130
144,765651,32,$83.02,98
145,765652,109,$151.82,127
146,765653,63,$125.12,87
147,765654,41,$50.73,63
148,765655,99,$106.28,67
149,765656,95,$33.62,15
150,765657,46,$200.77,14
151,765658,111,$56.49,90
152,765659,128,$43.49,148
153,765660,101,$191.95,142
154,765661,92,$18.24,38
155,765662,117,$151.46,32
156,765663,90,$144.55,45
157,765664,88,$41.12,117
158,765665,16,$135.54,32
159,765666,146,$134.72,16
160,765667,23,$99.12,16
161,765668,112,$144.85,84
162,765669,41,$69.75,73
163,765670,28,$18.52,102
164,765671,94,$67.78,52
165,765672,130,$162.52,124
166,765673,79,$127.21,2
167,765674,22,$117.87,135
168,765675,43,$148.53,112
169,765676,83,$115.38,146
170,765677,63,$89.56,144
171,765678,16,$126.85,128
172,765679,100,$37.86,115
173,765680,120,$125.45,94
174,765681,108,$51.92,44
175,765682,25,$90.65,82
176,765683,133,$147.51,18
177,765684,104,$9.01,91
178,765685,51,$37.92,125
179,765686,122,$182.46,68
180,765687,72,$21.79,106
181,765688,137,$97.01,150
182,765689,125,$154.35,59
183,765690,109,$134.50,5
184,765691,69,$192.13,35
185,765692,79,$133.93,67
186,765693,56,$197.02,136
187,765694,48,$173.05,97
188,765695,82,$195.18,125
189,765696,130,$45.84,97
190,765697,123,$66.28,59
191,765698,84,$155.98,149
192,765699,30,$163.22,136
193,765700,118,$39.00,43
194,765701,43,$114.32,111
195,765702,2,$21.68,141
196,765703,33,$29.60,99
197,765704,62,$107.48,39
198,765705,117,$33.71,125
199,765706,73,$113.66,89
200,765707,30,$140.87,137
201,765708,48,$6.08,82
202,765709,38,$145.28,28
203,765710,38,$150.29,2
204,765711,117,$58.45,101
205,765712,26,$144.32,139
206,765713,8,$77.87,1
207,765714,33,$143.67,138
208,765715,74,$99.33,22
209,765716,79,$33.75,103
210,765717,73,$110.65,98
211,765718,35,$132.42,104
212,765719,57,$101.93,98
213,765720,41,$180.98,101
214,765721,64,$112.51,54
215,765722,5,$53.63,106
216,765723,20,$112.97,8
217,765724,102,$161.08,132
218,765725,141,$140.01,27
219,765726,25,$131.38,48
220,765727,88,$36.98,3
221,765728,108,$180.19,68
222,765729,136,$105.66,71
223,765730,53,$168.35,52
224,765731,53,$43.63,97
225,765732,115,$185.97,78
226,765733,18,$198.59,89
227,765734,74,$180.10,17
228,765735,82,$21.15,13
229,765736,56,$101.50,115
230,765737,136,$8.65,80
231,765738,74,$167.74,117
232,765739,17,$37.18,34
233,765740,82,$31.84,142
234,765741,150,$87.96,17
235,765742,101,$163.38,100
236,765743,74,$22.23,99
237,765744,148,$156.56,47
238,765745,90,$178.45,113
239,765746,10,$158.55,147
240,765747,94,$134.37,22
241,765748,77,$9.75,130
242,765749,33,$74.45,6
243,765750,75,$10.80,100
244,765751,94,$166.34,75
245,765752,10,$39.76,41
246,765753,62,$191.52,146
247,765754,130,$165.97,75
248,765755,48,$96.20,31
249,765756,2,$9.80,124
250,765757,47,$129.94,45
251,765758,82,$100.49,18
252,765759,115,$197.08,1
253,765760,111,$71.71,128
254,765761,96,$88.18,66
255,765762,9,$120.00,42
256,765763,89,$158.52,142
257,765764,149,$36.52,132
258,765765,140,$70.46,82
259,765766,23,$8.73,70
260,765767,73,$37.10,40
261,765768,150,$45.68,123
262,765769,2,$195.92,133
263,765770,38,$43.37,119
264,765771,128,$63.32,51
265,765772,15,$77.12,37
266,765773,85,$46.59,131
267,765774,103,$120.30,114
268,765775,53,$60.73,4
269,765776,98,$113.37,68
270,765777,128,$158.78,83
271,765778,109,$123.99,42
272,765779,124,$166.38,52
273,765780,130,$59.89,70
274,765781,55,$77.46,32
275,765782,42,$36.49,77
276,765783,95,$22.37,85
277,765784,112,$86.40,20
278,765785,22,$46.41,108
279,765786,2,$74.53,119
280,765787,34,$90.80,95
281,765788,23,$21.79,47
282,765789,116,$26.75,36
283,765790,71,$184.84,62
284,765791,30,$40.45,21
285,765792,46,$63.74,38
286,765793,78,$32.91,51
287,765794,147,$45.20,32
288,765795,109,$85.95,15
289,765796,140,$159.91,94
290,765797,141,$193.91,98
291,765798,5,$144.89,115
292,765799,115,$10.21,14
293,765800,141,$122.81,71
294,765801,114,$119.49,101
295,765802,140,$163.20,67
296,765803,88,$158.64,115
297,765804,65,$191.10,107
298,765805,9,$138.28,51
299,765806,100,$158.18,122
300,765807,35,$110.96,92
301,765808,95,$133.29,64
302,765809,83,$128.88,24
303,765810,51,$123.00,29
304,765811,71,$170.71,103
305,765812,53,$187.04,112
306,765813,119,$65.97,138
307,765814,75,$88.86,105
308,765815,74,$84.74,42
309,765816,49,$167.65,43
310,765817,126,$120.94,74
311,765818,46,$146.49,19
312,765819,42,$42.26,84
313,765820,8,$188.89,40
314,765821,122,$91.17,73
315,765822,126,$142.48,131
316,765823,139,$92.93,79
317,765824,135,$91.35,150
318,765825,101,$70.24,51
319,765826,35,$70.71,34
320,765827,12,$164.38,72
321,765828,13,$36.60,5
322,765829,131,$133.62,59
323,765830,114,$136.41,18
324,765831,129,$6.33,25
325,765832,20,$118.00,128
326,765833,127,$105.62,41
327,765834,130,$102.61,144
328,765835,139,$107.82,121
329,765836,106,$172.09,68
330,765837,26,$132.81,86
331,765838,88,$43.95,68
332,765839,35,$151.32,73
333,765840,9,$11.30,83
334,765841,49,$40.16,32
335,765842,85,$106.80,68
336,765843,125,$116.36,54
337,765844,98,$93.78,137
338,765845,73,$47.52,60
339,765846,110,$107.21,50
340,765847,135,$20.98,62
341,765848,51,$5.29,20
342,765849,107,$117.13,69
343,765850,74,$161.59,125
344,765851,88,$93.57,27
345,765852,52,$51.97,89
346,765853,63,$165.21,62
347,765854,41,$30.70,16
348,765855,111,$64.94,121
349,765856,50,$198.59,61
350,765857,100,$63.16,79
351,765858,118,$132.34,95
352,765859,36,$31.28,125
353,765860,69,$80.01,92
354,765861,146,$171.60,144
355,765862,121,$27.45,98
356,765863,55,$195.26,118
357,765864,73,$155.66,134
358,765865,131,$74.63,45
359,765866,58,$168.12,26
360,765867,51,$86.03,57
361,765868,5,$155.73,11
362,765869,4,$24.12,23
363,765870,33,$193.96,75
364,765871,45,$88.19,85
365,765872,82,$119.27,36
366,765873,144,$66.41,94
367,765874,76,$128.99,30
368,765875,10,$186.35,87
369,765876,7,$181.01,110
370,765877,7,$136.11,63
371,765878,56,$37.93,44
372,765879,98,$122.62,44
373,765880,69,$3.78,150
374,765881,132,$184.24,122
375,765882,63,$195.63,40
376,765883,90,$149.47,62
377,765884,122,$153.61,133
378,765885,64,$109.73,87
379,765886,68,$174.52,115
380,765887,5,$76.03,123
381,765888,16,$197.21,81
382,765889,47,$22.98,103
383,765890,3,$101.63,71
384,765891,91,$200.13,85
385,765892,96,$186.99,124
386,765893,23,$55.98,23
387,765894,148,$41.87,72
388,765895,18,$97.33,49
389,765896,4,$152.93,64
390,765897,23,$2.22,18
391,765898,21,$161.05,63
392,765899,15,$117.31,110
393,765900,73,$107.27,85
394,765901,74,$8.96,142
395,765902,105,$166.18,55
396,765903,40,$193.41,128
397,765904,4,$197.88,89
398,765905,45,$129.38,94
399,765906,82,$139.85,63
400,765907,100,$186.26,16
401,765908,110,$25.51,26
402,765909,131,$79.44,19
403,765910,1,$29.23,139
404,765911,89,$102.18,42
405,765912,132,$124.45,25
406,765913,138,$127.41,58
407,765914,107,$39.21,142
